,제목,분류
307,"['복합결제는 현재 지원하지 않습니다. 구매를 희망하시는 고객님들께서는 한 가지의 결제수단을 이용해 주시기 바랍니다.', '인터넷 안전 결제(ISP)는 BC/국민/우리/신한카드사에서 의무적으로 시행하는 것으로  BC/국민/우리/신한카드로 결제할 때 카드번호를 직접 입력하지 않고 카드사에서 발급하는 가상의 인터넷안전결제(ISP) 비밀번호만으로 안전한 전자상거래를 할 수 있는 서비스입니다.', '① 결제수단 선택에서 BC/국민/우리/신한카드(안전결제) 선택\n② 자동으로 뜨는 플러그인 창에서 ISP인증번호 입력 : 사전에 ISP 서비스 등록이 되어 있지 않는 경우  플러그인 창에서 카드번호와 이메일 입력을 통해 바로 ISP서비스를 등록 가능합니다. (해당 카드사 홈페이지에서도 등록 가능함)\n③ 30만원 이상 결제 시 추가로 공인인증번호 입력 : 1회 결제금액이 30만원 이상인 경우는 인터넷뱅킹에 사용하시는 공인인증번호를 입력하셔야 합니다. 2) 공인인증서가 없으신 분은 신분증을 지참해 거래 은행에 방문하셔서 신청을 하시고  해당 은행의 홈페이지에서 공인인증서를 다운로드 받아 설치하시면 됩니다.', '[참고사항]\n거래금액이 30만원 이상일 때는 공인인증 과정이 필수입니다.', '인터넷 쇼핑 시 고객님이 소유하신 카드에 미리 설정해 둔 전자상거래용의 별도 비밀번호를 입력하여 카드사용자 본인을 확인함으로써 온라인 상에서의 카드 무단도용을 방지해주는 서비스입니다.[참고사항]- 시행일시 : 2004년 4월 1일부터 정부 시책에 따라 의무 시행- 대상카드: 삼성/외환/신한/현대/롯데/하나/씨티 등- 인증방식: 카드사가 제공하는 팝업창 에서 선택 가능① 30만원 미만: 안심클릭 또는 공인인증② 30만원 이상: 공인인증안심클릭 등록방법: 고객님이 소유한 신용카드의 카드사 홈페이지 통해 등록 가능', '회원 혜택에 대해 안내드립니다.\xa0\n\n■ 회원 가입 시 기본 혜택\n- 10% 생일 쿠폰 지급\n- 전 상품 무료 배송\n- 적립금 선할인\xa0\n- 후기 작성 시 적립금 지급\n\n■ 회원 등급별 차등 혜택\n- 할인 쿠폰  테라스 쿠폰 매월 제공\n- 등급별 추가 할인 및 적립금 추가 적립', '가상계좌 주문 후 반복적인 주문취소 시  가상계좌 주문이 제한됩니다. 다른 결제수단을 이용하시거나 익일 제한이 해제되었을 경우 주문 가능 합니다.', '휴대폰 소액결제는 결제 대금을 휴대폰으로 결제하는 방법으로 결제 시 구매금액의 5%의 수수료가 발생합니다. 결제 대금은 다음 달 휴대폰 요금에 부과되어 청구됩니다. 환불 시 결제 수수료를 포함하여 환불됩니다.\n[주의사항]\n- 50만원 이상 결제 시 휴대폰 소액결제 서비스가 차단됩니다.\n- 휴대폰 결제의 환불 시  부분 환불 또는 결제 월이 지난 경우 계좌로 환불됩니다.', '주문 결제 후 현금영수증 요청은 고객센터로 문의 부탁드립니다. 발행이 가능한 기간은 결제월 기준 익월 15일 이내입니다.', '1. 결제 비밀번호 입력 전 설정으로 들어갑니다.\n\n2. 결제 설정에서 현금영수증 발급 설정을 누릅니다.\n\n3. 발급 종류 및 증빙 방법 선택 후  개인정보 제공 동의를 체크하여 확인을 누릅니다. 이 후 결제 비밀번호를 입력하여 결제를 진행하면 발급이 완료 됩니다.\n', ""성인회원의 경우 - 일 200만원\n미성년자 회원의 경우 - 일 30만원  월 100만원까지 결제 가능합니다.\n2000년도 출생자의 경우 생일이 지난 다음달 1일에 '일반 회원'의 한도로 변경됩니다. (2019년 기준)\n위 한도는 표준 한도이며  고객별 판매 품목이나 Risk등급에 따라 결제 가능 한도를 제한할 수 있습니다."", '가상계좌는 고객님께만 발급되는 일회성 계좌번호 입니다. 따라서 주문자와 입금자명이 다르더라도 입금이 가능합니다.\n단  결제 금액의 1원 단위까지 정확히 맞춰야 입금 가능합니다.', '주문 후 발급된 계좌정보로 입금자 명과 상관없이 결제 금액의 1원 단위까지 맞춰야 입금 가능합니다.\n인터넷 뱅킹  폰 뱅킹  계좌이체  ATM기기  은행 창구를 통해 입금할 수 있습니다.\nATM기기를 이용하시는 경우\xa0100원 단위 입금이 불가하므로 통장 및 체크카드로 계좌이체 하셔야 합니다. 단  사용하는 통장 및 체크카드가 ATM기기 이용 등록이 되어 있어야 하오니  사용 전 기기 등록 여부를 확인하여 주시기 바랍니다.\n은행에 방문하여 무통장 입금을 하실 경우 \xa0영업점을 방문하여 입금 요청서를 작성한 후 현금과 함께 은행원에게 접수하시면 결제금액의 차액은 거슬러 받거나 통장으로 입금 받을 수 있습니다.\n타 은행을 통한 입금 시에는 입금 수수료가 발생되는 점 참고 부탁 드립니다.', '주문번호마다 입금계좌가 다르므로 한번에 입금이 불가합니다. 번거로우시더라도 각각 입금해주셔야 합니다.', '주소지는 행정안전부의 [도로명 조회 사이트]에서 검색되는 주소를 기반으로 합니다.\n띄어쓰기  오타 여부 및 검색을 통해 실제 존재하는 주소인지 확인 부탁드립니다.\n주소가 등록되어 있지 않다면 [도로명주소 도움센터]에 등록 요청을 해주시기 바랍니다.\n단  도로명은 건물에 부여되는 주소이므로 건물이 있지 않은 장소는 도로명 주소로 등록되지 않습니다.\n도로명 조회 사이트에 등록되어 있으나 배송지 검색이 안될 경우 1:1문의글로 주소지와 함께 요청해주시기 바랍니다.\n도로명 주소가 있지 않은 주소지는 등록이 불가능합니다.', '주소지는 행정안전부의 [도로명 조회 사이트]에서 검색되는 주소를 기반으로 합니다.\xa0\n검색 시 건물명이 변경되어 있지 않은 경우 [도로명주소 도움센터]에 변경 요청을 해주시기 바랍니다.\n도로명 조회 사이트에 등록되어 있으나 건물명이 검색되지 않을 경우 1:1문의글로 주소지와 함께 요청해주시기 바랍니다.', '[마이페이지 → 주문내역 조회]에서 선택하신 사은품이 해당 상품의 상품 정보에서 표시됩니다.\n주문 상세 내역에서는 상품 정보 및 사은품 정보에서 확인 가능합니다.']",주문
308,"['복합결제는 현재 지원하지 않습니다. 구매를 희망하시는 고객님들께서는 한 가지의 결제수단을 이용해 주시기 바랍니다.', '인터넷 안전 결제(ISP)는 BC/국민/우리/신한카드사에서 의무적으로 시행하는 것으로  BC/국민/우리/신한카드로 결제할 때 카드번호를 직접 입력하지 않고 카드사에서 발급하는 가상의 인터넷안전결제(ISP) 비밀번호만으로 안전한 전자상거래를 할 수 있는 서비스입니다.', '① 결제수단 선택에서 BC/국민/우리/신한카드(안전결제) 선택\n② 자동으로 뜨는 플러그인 창에서 ISP인증번호 입력 : 사전에 ISP 서비스 등록이 되어 있지 않는 경우  플러그인 창에서 카드번호와 이메일 입력을 통해 바로 ISP서비스를 등록 가능합니다. (해당 카드사 홈페이지에서도 등록 가능함)\n③ 30만원 이상 결제 시 추가로 공인인증번호 입력 : 1회 결제금액이 30만원 이상인 경우는 인터넷뱅킹에 사용하시는 공인인증번호를 입력하셔야 합니다. 2) 공인인증서가 없으신 분은 신분증을 지참해 거래 은행에 방문하셔서 신청을 하시고  해당 은행의 홈페이지에서 공인인증서를 다운로드 받아 설치하시면 됩니다.', '[참고사항]\n거래금액이 30만원 이상일 때는 공인인증 과정이 필수입니다.', '인터넷 쇼핑 시 고객님이 소유하신 카드에 미리 설정해 둔 전자상거래용의 별도 비밀번호를 입력하여 카드사용자 본인을 확인함으로써 온라인 상에서의 카드 무단도용을 방지해주는 서비스입니다.[참고사항]- 시행일시 : 2004년 4월 1일부터 정부 시책에 따라 의무 시행- 대상카드: 삼성/외환/신한/현대/롯데/하나/씨티 등- 인증방식: 카드사가 제공하는 팝업창 에서 선택 가능① 30만원 미만: 안심클릭 또는 공인인증② 30만원 이상: 공인인증안심클릭 등록방법: 고객님이 소유한 신용카드의 카드사 홈페이지 통해 등록 가능', '회원 혜택에 대해 안내드립니다.\xa0\n\n■ 회원 가입 시 기본 혜택\n- 10% 생일 쿠폰 지급\n- 전 상품 무료 배송\n- 적립금 선할인\xa0\n- 후기 작성 시 적립금 지급\n\n■ 회원 등급별 차등 혜택\n- 할인 쿠폰  테라스 쿠폰 매월 제공\n- 등급별 추가 할인 및 적립금 추가 적립', '가상계좌 주문 후 반복적인 주문취소 시  가상계좌 주문이 제한됩니다. 다른 결제수단을 이용하시거나 익일 제한이 해제되었을 경우 주문 가능 합니다.', '휴대폰 소액결제는 결제 대금을 휴대폰으로 결제하는 방법으로 결제 시 구매금액의 5%의 수수료가 발생합니다. 결제 대금은 다음 달 휴대폰 요금에 부과되어 청구됩니다. 환불 시 결제 수수료를 포함하여 환불됩니다.\n[주의사항]\n- 50만원 이상 결제 시 휴대폰 소액결제 서비스가 차단됩니다.\n- 휴대폰 결제의 환불 시  부분 환불 또는 결제 월이 지난 경우 계좌로 환불됩니다.', '주문 결제 후 현금영수증 요청은 고객센터로 문의 부탁드립니다. 발행이 가능한 기간은 결제월 기준 익월 15일 이내입니다.', '1. 결제 비밀번호 입력 전 설정으로 들어갑니다.\n\n2. 결제 설정에서 현금영수증 발급 설정을 누릅니다.\n\n3. 발급 종류 및 증빙 방법 선택 후  개인정보 제공 동의를 체크하여 확인을 누릅니다. 이 후 결제 비밀번호를 입력하여 결제를 진행하면 발급이 완료 됩니다.\n', ""성인회원의 경우 - 일 200만원\n미성년자 회원의 경우 - 일 30만원  월 100만원까지 결제 가능합니다.\n2000년도 출생자의 경우 생일이 지난 다음달 1일에 '일반 회원'의 한도로 변경됩니다. (2019년 기준)\n위 한도는 표준 한도이며  고객별 판매 품목이나 Risk등급에 따라 결제 가능 한도를 제한할 수 있습니다."", '가상계좌는 고객님께만 발급되는 일회성 계좌번호 입니다. 따라서 주문자와 입금자명이 다르더라도 입금이 가능합니다.\n단  결제 금액의 1원 단위까지 정확히 맞춰야 입금 가능합니다.', '주문 후 발급된 계좌정보로 입금자 명과 상관없이 결제 금액의 1원 단위까지 맞춰야 입금 가능합니다.\n인터넷 뱅킹  폰 뱅킹  계좌이체  ATM기기  은행 창구를 통해 입금할 수 있습니다.\nATM기기를 이용하시는 경우\xa0100원 단위 입금이 불가하므로 통장 및 체크카드로 계좌이체 하셔야 합니다. 단  사용하는 통장 및 체크카드가 ATM기기 이용 등록이 되어 있어야 하오니  사용 전 기기 등록 여부를 확인하여 주시기 바랍니다.\n은행에 방문하여 무통장 입금을 하실 경우 \xa0영업점을 방문하여 입금 요청서를 작성한 후 현금과 함께 은행원에게 접수하시면 결제금액의 차액은 거슬러 받거나 통장으로 입금 받을 수 있습니다.\n타 은행을 통한 입금 시에는 입금 수수료가 발생되는 점 참고 부탁 드립니다.', '주문번호마다 입금계좌가 다르므로 한번에 입금이 불가합니다. 번거로우시더라도 각각 입금해주셔야 합니다.', '주소지는 행정안전부의 [도로명 조회 사이트]에서 검색되는 주소를 기반으로 합니다.\n띄어쓰기  오타 여부 및 검색을 통해 실제 존재하는 주소인지 확인 부탁드립니다.\n주소가 등록되어 있지 않다면 [도로명주소 도움센터]에 등록 요청을 해주시기 바랍니다.\n단  도로명은 건물에 부여되는 주소이므로 건물이 있지 않은 장소는 도로명 주소로 등록되지 않습니다.\n도로명 조회 사이트에 등록되어 있으나 배송지 검색이 안될 경우 1:1문의글로 주소지와 함께 요청해주시기 바랍니다.\n도로명 주소가 있지 않은 주소지는 등록이 불가능합니다.', '주소지는 행정안전부의 [도로명 조회 사이트]에서 검색되는 주소를 기반으로 합니다.\xa0\n검색 시 건물명이 변경되어 있지 않은 경우 [도로명주소 도움센터]에 변경 요청을 해주시기 바랍니다.\n도로명 조회 사이트에 등록되어 있으나 건물명이 검색되지 않을 경우 1:1문의글로 주소지와 함께 요청해주시기 바랍니다.', '[마이페이지 → 주문내역 조회]에서 선택하신 사은품이 해당 상품의 상품 정보에서 표시됩니다.\n주문 상세 내역에서는 상품 정보 및 사은품 정보에서 확인 가능합니다.']",주문
309,"['복합결제는 현재 지원하지 않습니다. 구매를 희망하시는 고객님들께서는 한 가지의 결제수단을 이용해 주시기 바랍니다.', '인터넷 안전 결제(ISP)는 BC/국민/우리/신한카드사에서 의무적으로 시행하는 것으로  BC/국민/우리/신한카드로 결제할 때 카드번호를 직접 입력하지 않고 카드사에서 발급하는 가상의 인터넷안전결제(ISP) 비밀번호만으로 안전한 전자상거래를 할 수 있는 서비스입니다.', '① 결제수단 선택에서 BC/국민/우리/신한카드(안전결제) 선택\n② 자동으로 뜨는 플러그인 창에서 ISP인증번호 입력 : 사전에 ISP 서비스 등록이 되어 있지 않는 경우  플러그인 창에서 카드번호와 이메일 입력을 통해 바로 ISP서비스를 등록 가능합니다. (해당 카드사 홈페이지에서도 등록 가능함)\n③ 30만원 이상 결제 시 추가로 공인인증번호 입력 : 1회 결제금액이 30만원 이상인 경우는 인터넷뱅킹에 사용하시는 공인인증번호를 입력하셔야 합니다. 2) 공인인증서가 없으신 분은 신분증을 지참해 거래 은행에 방문하셔서 신청을 하시고  해당 은행의 홈페이지에서 공인인증서를 다운로드 받아 설치하시면 됩니다.', '[참고사항]\n거래금액이 30만원 이상일 때는 공인인증 과정이 필수입니다.', '인터넷 쇼핑 시 고객님이 소유하신 카드에 미리 설정해 둔 전자상거래용의 별도 비밀번호를 입력하여 카드사용자 본인을 확인함으로써 온라인 상에서의 카드 무단도용을 방지해주는 서비스입니다.[참고사항]- 시행일시 : 2004년 4월 1일부터 정부 시책에 따라 의무 시행- 대상카드: 삼성/외환/신한/현대/롯데/하나/씨티 등- 인증방식: 카드사가 제공하는 팝업창 에서 선택 가능① 30만원 미만: 안심클릭 또는 공인인증② 30만원 이상: 공인인증안심클릭 등록방법: 고객님이 소유한 신용카드의 카드사 홈페이지 통해 등록 가능', '회원 혜택에 대해 안내드립니다.\xa0\n\n■ 회원 가입 시 기본 혜택\n- 10% 생일 쿠폰 지급\n- 전 상품 무료 배송\n- 적립금 선할인\xa0\n- 후기 작성 시 적립금 지급\n\n■ 회원 등급별 차등 혜택\n- 할인 쿠폰  테라스 쿠폰 매월 제공\n- 등급별 추가 할인 및 적립금 추가 적립', '가상계좌 주문 후 반복적인 주문취소 시  가상계좌 주문이 제한됩니다. 다른 결제수단을 이용하시거나 익일 제한이 해제되었을 경우 주문 가능 합니다.', '휴대폰 소액결제는 결제 대금을 휴대폰으로 결제하는 방법으로 결제 시 구매금액의 5%의 수수료가 발생합니다. 결제 대금은 다음 달 휴대폰 요금에 부과되어 청구됩니다. 환불 시 결제 수수료를 포함하여 환불됩니다.\n[주의사항]\n- 50만원 이상 결제 시 휴대폰 소액결제 서비스가 차단됩니다.\n- 휴대폰 결제의 환불 시  부분 환불 또는 결제 월이 지난 경우 계좌로 환불됩니다.', '주문 결제 후 현금영수증 요청은 고객센터로 문의 부탁드립니다. 발행이 가능한 기간은 결제월 기준 익월 15일 이내입니다.', '1. 결제 비밀번호 입력 전 설정으로 들어갑니다.\n\n2. 결제 설정에서 현금영수증 발급 설정을 누릅니다.\n\n3. 발급 종류 및 증빙 방법 선택 후  개인정보 제공 동의를 체크하여 확인을 누릅니다. 이 후 결제 비밀번호를 입력하여 결제를 진행하면 발급이 완료 됩니다.\n', ""성인회원의 경우 - 일 200만원\n미성년자 회원의 경우 - 일 30만원  월 100만원까지 결제 가능합니다.\n2000년도 출생자의 경우 생일이 지난 다음달 1일에 '일반 회원'의 한도로 변경됩니다. (2019년 기준)\n위 한도는 표준 한도이며  고객별 판매 품목이나 Risk등급에 따라 결제 가능 한도를 제한할 수 있습니다."", '가상계좌는 고객님께만 발급되는 일회성 계좌번호 입니다. 따라서 주문자와 입금자명이 다르더라도 입금이 가능합니다.\n단  결제 금액의 1원 단위까지 정확히 맞춰야 입금 가능합니다.', '주문 후 발급된 계좌정보로 입금자 명과 상관없이 결제 금액의 1원 단위까지 맞춰야 입금 가능합니다.\n인터넷 뱅킹  폰 뱅킹  계좌이체  ATM기기  은행 창구를 통해 입금할 수 있습니다.\nATM기기를 이용하시는 경우\xa0100원 단위 입금이 불가하므로 통장 및 체크카드로 계좌이체 하셔야 합니다. 단  사용하는 통장 및 체크카드가 ATM기기 이용 등록이 되어 있어야 하오니  사용 전 기기 등록 여부를 확인하여 주시기 바랍니다.\n은행에 방문하여 무통장 입금을 하실 경우 \xa0영업점을 방문하여 입금 요청서를 작성한 후 현금과 함께 은행원에게 접수하시면 결제금액의 차액은 거슬러 받거나 통장으로 입금 받을 수 있습니다.\n타 은행을 통한 입금 시에는 입금 수수료가 발생되는 점 참고 부탁 드립니다.', '주문번호마다 입금계좌가 다르므로 한번에 입금이 불가합니다. 번거로우시더라도 각각 입금해주셔야 합니다.', '주소지는 행정안전부의 [도로명 조회 사이트]에서 검색되는 주소를 기반으로 합니다.\n띄어쓰기  오타 여부 및 검색을 통해 실제 존재하는 주소인지 확인 부탁드립니다.\n주소가 등록되어 있지 않다면 [도로명주소 도움센터]에 등록 요청을 해주시기 바랍니다.\n단  도로명은 건물에 부여되는 주소이므로 건물이 있지 않은 장소는 도로명 주소로 등록되지 않습니다.\n도로명 조회 사이트에 등록되어 있으나 배송지 검색이 안될 경우 1:1문의글로 주소지와 함께 요청해주시기 바랍니다.\n도로명 주소가 있지 않은 주소지는 등록이 불가능합니다.', '주소지는 행정안전부의 [도로명 조회 사이트]에서 검색되는 주소를 기반으로 합니다.\xa0\n검색 시 건물명이 변경되어 있지 않은 경우 [도로명주소 도움센터]에 변경 요청을 해주시기 바랍니다.\n도로명 조회 사이트에 등록되어 있으나 건물명이 검색되지 않을 경우 1:1문의글로 주소지와 함께 요청해주시기 바랍니다.', '[마이페이지 → 주문내역 조회]에서 선택하신 사은품이 해당 상품의 상품 정보에서 표시됩니다.\n주문 상세 내역에서는 상품 정보 및 사은품 정보에서 확인 가능합니다.']",주문
310,주문 후 입금이 많이 늦었어요.,주문
311,결제한 주문을 취소하고 싶어요.,주문
312,주문이 자동 취소 되어있어요.,주문
313,동일상품을 반복적으로 주문 후 취소하는 경우 스토어 이용이 제한 될 수 있습니다.,주문
314,"['주문 후 2일 이내 미입금 시 가상계좌가 무효 처리되어 입금이 불가합니다. (예시: 5일 주문 후  7일 23시 59분까지 입금 가능)\n무효 처리 시 다음 날 주문이 자동으로 취소됩니다.', '주문취소는 입금확인 단계만 가능합니다. 단  묶음 상품 중 일부가 배송 준비 중일 경우 1:1문의를 통하여 요청해주시기 바랍니다.\n배송 준비 중부터는 취소가 불가능하며  수령 후 배송비를 부담하여 환불이 가능합니다.', '가상계좌는 주문 후 2일이내 미입금 시 무효 처리되며  다음날 주문이 자동으로 취소됩니다.\n취소된 주문은 철회가 불가하며 재주문 해주셔야 합니다.', '\xa0‘입금예정’ 상태로 재고를 보류해두는 것을 반복할 경우  경고 없이 스토어 이용이 영구 제한될 수 있습니다. 참고 부탁드립니다.']",주문
315,"['주문 후 2일 이내 미입금 시 가상계좌가 무효 처리되어 입금이 불가합니다. (예시: 5일 주문 후  7일 23시 59분까지 입금 가능)\n무효 처리 시 다음 날 주문이 자동으로 취소됩니다.', '주문취소는 입금확인 단계만 가능합니다. 단  묶음 상품 중 일부가 배송 준비 중일 경우 1:1문의를 통하여 요청해주시기 바랍니다.\n배송 준비 중부터는 취소가 불가능하며  수령 후 배송비를 부담하여 환불이 가능합니다.', '가상계좌는 주문 후 2일이내 미입금 시 무효 처리되며  다음날 주문이 자동으로 취소됩니다.\n취소된 주문은 철회가 불가하며 재주문 해주셔야 합니다.', '\xa0‘입금예정’ 상태로 재고를 보류해두는 것을 반복할 경우  경고 없이 스토어 이용이 영구 제한될 수 있습니다. 참고 부탁드립니다.']",주문
316,"['주문 후 2일 이내 미입금 시 가상계좌가 무효 처리되어 입금이 불가합니다. (예시: 5일 주문 후  7일 23시 59분까지 입금 가능)\n무효 처리 시 다음 날 주문이 자동으로 취소됩니다.', '주문취소는 입금확인 단계만 가능합니다. 단  묶음 상품 중 일부가 배송 준비 중일 경우 1:1문의를 통하여 요청해주시기 바랍니다.\n배송 준비 중부터는 취소가 불가능하며  수령 후 배송비를 부담하여 환불이 가능합니다.', '가상계좌는 주문 후 2일이내 미입금 시 무효 처리되며  다음날 주문이 자동으로 취소됩니다.\n취소된 주문은 철회가 불가하며 재주문 해주셔야 합니다.', '\xa0‘입금예정’ 상태로 재고를 보류해두는 것을 반복할 경우  경고 없이 스토어 이용이 영구 제한될 수 있습니다. 참고 부탁드립니다.']",주문
317,"['주문 후 2일 이내 미입금 시 가상계좌가 무효 처리되어 입금이 불가합니다. (예시: 5일 주문 후  7일 23시 59분까지 입금 가능)\n무효 처리 시 다음 날 주문이 자동으로 취소됩니다.', '주문취소는 입금확인 단계만 가능합니다. 단  묶음 상품 중 일부가 배송 준비 중일 경우 1:1문의를 통하여 요청해주시기 바랍니다.\n배송 준비 중부터는 취소가 불가능하며  수령 후 배송비를 부담하여 환불이 가능합니다.', '가상계좌는 주문 후 2일이내 미입금 시 무효 처리되며  다음날 주문이 자동으로 취소됩니다.\n취소된 주문은 철회가 불가하며 재주문 해주셔야 합니다.', '\xa0‘입금예정’ 상태로 재고를 보류해두는 것을 반복할 경우  경고 없이 스토어 이용이 영구 제한될 수 있습니다. 참고 부탁드립니다.']",주문
318,"['브랜드 및 상품에 따라 출고지가 다르기 때문에 여러 개 상품을 주문한 경우에는 각각 배송이 됩니다.\xa0\n브랜드가 달라도 상품 주문 시 한 번에 결제할 수 있습니다.\xa0\n\n아직 도착하지 않는 상품은 아래 경로에서 배송진행 상황을 확인해 주세요.\xa0\n\n■ 배송 조회 경로\n마이페이지 > 배송 중/픽업 대기 > 배송조회', '택배사 고객센터 번호는 아래를 확인해 주세요. 배송조회는 해당 택배사 홈페이지 또는 앱 에서도 확인 가능 합니다.\xa0\n\nCJ대한통운 : 1588-1255\n롯데 : 1588-2121\n로젠 : 1588-9988\n우체국 일반 & EMS : 1588-1300\n한진 : 1588-0011\nCVSnet편의점 : 1577-1287\nDHL : 1588-1751\nGTX로지스 : 1588-1756\nTNT Express : 1588-0588\n경동 : 080-873-2178\n대신 : 043-255-3211', '배송 사고는 상황에 따라 처리 방법이 다릅니다.\xa0\n아래 내용을 확인해 주세요.\xa0\n\n■ 상품 파손\n택배 박스  제품 포장재 등을 받은 상태 그대로 보관 후 1:1문의로 사진과 함께 접수해 주세요.\n※ 상태 그대로를 보관 하지 않으면 파손 사고 접수 시 확인이 가능하지 않습니다.\xa0\n\n■ 상품&구성품 누락\xa0\n브랜드 및 상품에 따라 출고지가 다르기 때문에 여러 개 상품을 주문한 경우에는 각각 배송이 됩니다.\xa0\n1. 주문내역조회에서 배송 진행 상황을 확인해 주세요.\xa0\n2. 배송조회에서도 배송완료로 확인 되고 상품이 따로 배송 되지 않았다면 고객센터로 문의해 주세요.\n\n■ 상품 분실\n분실했다는 택배사 연락을 받았다면 해당 문자를 캡처 후 1:1문의로 사진과 함께 접수해 주세요.']",배송
319,"['브랜드 및 상품에 따라 출고지가 다르기 때문에 여러 개 상품을 주문한 경우에는 각각 배송이 됩니다.\xa0\n브랜드가 달라도 상품 주문 시 한 번에 결제할 수 있습니다.\xa0\n\n아직 도착하지 않는 상품은 아래 경로에서 배송진행 상황을 확인해 주세요.\xa0\n\n■ 배송 조회 경로\n마이페이지 > 배송 중/픽업 대기 > 배송조회', '택배사 고객센터 번호는 아래를 확인해 주세요. 배송조회는 해당 택배사 홈페이지 또는 앱 에서도 확인 가능 합니다.\xa0\n\nCJ대한통운 : 1588-1255\n롯데 : 1588-2121\n로젠 : 1588-9988\n우체국 일반 & EMS : 1588-1300\n한진 : 1588-0011\nCVSnet편의점 : 1577-1287\nDHL : 1588-1751\nGTX로지스 : 1588-1756\nTNT Express : 1588-0588\n경동 : 080-873-2178\n대신 : 043-255-3211', '배송 사고는 상황에 따라 처리 방법이 다릅니다.\xa0\n아래 내용을 확인해 주세요.\xa0\n\n■ 상품 파손\n택배 박스  제품 포장재 등을 받은 상태 그대로 보관 후 1:1문의로 사진과 함께 접수해 주세요.\n※ 상태 그대로를 보관 하지 않으면 파손 사고 접수 시 확인이 가능하지 않습니다.\xa0\n\n■ 상품&구성품 누락\xa0\n브랜드 및 상품에 따라 출고지가 다르기 때문에 여러 개 상품을 주문한 경우에는 각각 배송이 됩니다.\xa0\n1. 주문내역조회에서 배송 진행 상황을 확인해 주세요.\xa0\n2. 배송조회에서도 배송완료로 확인 되고 상품이 따로 배송 되지 않았다면 고객센터로 문의해 주세요.\n\n■ 상품 분실\n분실했다는 택배사 연락을 받았다면 해당 문자를 캡처 후 1:1문의로 사진과 함께 접수해 주세요.']",배송
320,"['브랜드 및 상품에 따라 출고지가 다르기 때문에 여러 개 상품을 주문한 경우에는 각각 배송이 됩니다.\xa0\n브랜드가 달라도 상품 주문 시 한 번에 결제할 수 있습니다.\xa0\n\n아직 도착하지 않는 상품은 아래 경로에서 배송진행 상황을 확인해 주세요.\xa0\n\n■ 배송 조회 경로\n마이페이지 > 배송 중/픽업 대기 > 배송조회', '택배사 고객센터 번호는 아래를 확인해 주세요. 배송조회는 해당 택배사 홈페이지 또는 앱 에서도 확인 가능 합니다.\xa0\n\nCJ대한통운 : 1588-1255\n롯데 : 1588-2121\n로젠 : 1588-9988\n우체국 일반 & EMS : 1588-1300\n한진 : 1588-0011\nCVSnet편의점 : 1577-1287\nDHL : 1588-1751\nGTX로지스 : 1588-1756\nTNT Express : 1588-0588\n경동 : 080-873-2178\n대신 : 043-255-3211', '배송 사고는 상황에 따라 처리 방법이 다릅니다.\xa0\n아래 내용을 확인해 주세요.\xa0\n\n■ 상품 파손\n택배 박스  제품 포장재 등을 받은 상태 그대로 보관 후 1:1문의로 사진과 함께 접수해 주세요.\n※ 상태 그대로를 보관 하지 않으면 파손 사고 접수 시 확인이 가능하지 않습니다.\xa0\n\n■ 상품&구성품 누락\xa0\n브랜드 및 상품에 따라 출고지가 다르기 때문에 여러 개 상품을 주문한 경우에는 각각 배송이 됩니다.\xa0\n1. 주문내역조회에서 배송 진행 상황을 확인해 주세요.\xa0\n2. 배송조회에서도 배송완료로 확인 되고 상품이 따로 배송 되지 않았다면 고객센터로 문의해 주세요.\n\n■ 상품 분실\n분실했다는 택배사 연락을 받았다면 해당 문자를 캡처 후 1:1문의로 사진과 함께 접수해 주세요.']",배송
321,"['브랜드 및 상품에 따라 출고지가 다르기 때문에 여러 개 상품을 주문한 경우에는 각각 배송이 됩니다.\xa0\n브랜드가 달라도 상품 주문 시 한 번에 결제할 수 있습니다.\xa0\n\n아직 도착하지 않는 상품은 아래 경로에서 배송진행 상황을 확인해 주세요.\xa0\n\n■ 배송 조회 경로\n마이페이지 > 배송 중/픽업 대기 > 배송조회', '택배사 고객센터 번호는 아래를 확인해 주세요. 배송조회는 해당 택배사 홈페이지 또는 앱 에서도 확인 가능 합니다.\xa0\n\nCJ대한통운 : 1588-1255\n롯데 : 1588-2121\n로젠 : 1588-9988\n우체국 일반 & EMS : 1588-1300\n한진 : 1588-0011\nCVSnet편의점 : 1577-1287\nDHL : 1588-1751\nGTX로지스 : 1588-1756\nTNT Express : 1588-0588\n경동 : 080-873-2178\n대신 : 043-255-3211', '배송 사고는 상황에 따라 처리 방법이 다릅니다.\xa0\n아래 내용을 확인해 주세요.\xa0\n\n■ 상품 파손\n택배 박스  제품 포장재 등을 받은 상태 그대로 보관 후 1:1문의로 사진과 함께 접수해 주세요.\n※ 상태 그대로를 보관 하지 않으면 파손 사고 접수 시 확인이 가능하지 않습니다.\xa0\n\n■ 상품&구성품 누락\xa0\n브랜드 및 상품에 따라 출고지가 다르기 때문에 여러 개 상품을 주문한 경우에는 각각 배송이 됩니다.\xa0\n1. 주문내역조회에서 배송 진행 상황을 확인해 주세요.\xa0\n2. 배송조회에서도 배송완료로 확인 되고 상품이 따로 배송 되지 않았다면 고객센터로 문의해 주세요.\n\n■ 상품 분실\n분실했다는 택배사 연락을 받았다면 해당 문자를 캡처 후 1:1문의로 사진과 함께 접수해 주세요.']",배송
